,addr,balance,first_tx_time,first_tx_from,latest_tx_time,last_tx_to,tx_num
19,0x77a9b9396d8f83bc58745ee49a8c4ccb0384dcf1,0.004477349717122969,1581369750,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1581370055,0x77a9b9396d8f83bc58745ee49a8c4ccb0384dcf1,2.0
20,0x2c31c6767acc13613963d3d3f8a0a3af7eb1bb95,0.007739554,1595765669,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1597103668,0x2c31c6767acc13613963d3d3f8a0a3af7eb1bb95,7.0
21,0xdfffb256fbf2fbd9a132f5bf94d98e4eb8da836d,0.001307483332653218,1580134570,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1580135859,0xdfffb256fbf2fbd9a132f5bf94d98e4eb8da836d,5.0
22,0x751494d22900b0c4a54203ff01992f83e6c29b93,0.005282826355803861,1601605422,0x46340b20830761efd32832a74d7169b29feb9758,1601611561,0x751494d22900b0c4a54203ff01992f83e6c29b93,4.0
23,0x36416c2d49d8da91e9b567983fd060b829ae45a0,0.01143,1582915276,0xf8b316e1dcbd6427f3c5717d88ce7867f05fc82c,,,1.0
24,0x9f007064a58952304ff152407ed80fd106f3ed2b,0.03607,1588177954,0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,,,1.0
25,0xb4c4f7f398459a1a5aa83fcea8f82dbeaa629373,0.02494,1601682724,0x9c9964733479a6e0758d97a7b89dce81c20b19d7,,,1.0
26,0xa2ca6424c20a592a8aa7b5ae4904b8ec20aeaaad,0.0535,1585698508,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,,,1.0
27,0x86998635018e176561f0b4cf2a118dc7076c96e1,0.001281162,1582669507,0x5f6fae113dabd4f5bc8cf216c5e136ecc45792e3,1585170831,0x86998635018e176561f0b4cf2a118dc7076c96e1,3.0
28,0x4f25d5db19ed545aec8a2462c482f69fe9877438,0.008,1587131688,0x8ed44000983b5789798b43af9d8d9c1e1e2093d0,,,1.0
29,0x1629705424929b77a8a181e5b6018cffb4758e15,0.012256759703470704,1587588124,0xf9d8a13599a997b31811d8a40835170455caa7d4,1587588850,0x1629705424929b77a8a181e5b6018cffb4758e15,3.0
30,0xf8360dea9284fe30a59951e726631e320385cb6e,0.0037,1586447314,0xffd1ac3e8818adcbe5c597ea076e8d3210b45df5,,,1.0
31,0x3d2b3c5dc2da3702ca868d67d7e081be25d23600,0.00294,1582039862,0xff3db9641a1aeec4960dc0a4efb84510ddf4e4f0,,,1.0
32,0xc16e4aa74e7d61b573f732b58b2f28e659c68fa9,0.00103156,1588540924,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,,,1.0
33,0xd961f80da86c725b961853cbcd90ae263904e11a,0.004154225,1589469648,0x03c2bc72a3e007179e54ffb4563cc235bec8151a,1589470881,0xd961f80da86c725b961853cbcd90ae263904e11a,4.0
34,0x2c436beb1aa3f3babe9449daa67577946bc9fc4e,0.0102687366,1580580251,0xeccb4ed81377d9b383a8b4c54d8ce15df3d173ca,1594214331,0x2c436beb1aa3f3babe9449daa67577946bc9fc4e,6.0
35,0x5de68d7541ad2f8ea5a2f139ef68641f00bd0753,0.00625981,1591268770,0x46c616c6f91f3bba33d9fd60365f8964af5e2e3d,1599594169,0x5de68d7541ad2f8ea5a2f139ef68641f00bd0753,3.0
36,0x88d512fbd4861d90dd68dab4c054e885b9f4fc57,0.0128,1591711070,0x52929847a44b243e7212a1ea8b505a436757d761,,,1.0
37,0xf8b7468b1e4bd36a5fed268fc00f64cdd949bcfb,0.003588549467691221,1593629916,0x59a61333e85e8ec0e34ddbcf369d89c02df8bc6e,1593851764,0xf8b7468b1e4bd36a5fed268fc00f64cdd949bcfb,3.0
38,0xec3622f7937d88cde64997f879d5605b7d7a7760,0.0088,1588934844,0xaf0939af286a35dbfab7ded7c777a5f6e8be26a8,,,1.0
39,0x93db9f5b942d40b8d4c18211f7fb400114b0a9a0,0.0297,1590701752,0x03c2bc72a3e007179e54ffb4563cc235bec8151a,,,1.0
40,0xf9a03b75d0cf2632094e9e3defc2c0d93be1a959,0.0261103284,1581612322,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1596451751,0xf9a03b75d0cf2632094e9e3defc2c0d93be1a959,9.0
41,0x8d5f89b3c0c56545303dc990794198a1f6a6bf0e,0.002667127804118066,1587236068,0x017946fc126d57e7823e68c647c24f28e5dc9988,1587237729,0x8d5f89b3c0c56545303dc990794198a1f6a6bf0e,5.0
42,0x7b8ef1d8f13ee9870d3c91cd92b16f1556a7e3a6,0.1181493064,1583491531,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1596389884,0x7b8ef1d8f13ee9870d3c91cd92b16f1556a7e3a6,9.0
43,0xafa2193ba85f751b2fa6ff146c1746bd3f1527fe,0.07526422,1589894054,0xabca2289f0d03773e8b102248997e854aa36cd21,1589894261,0xafa2193ba85f751b2fa6ff146c1746bd3f1527fe,2.0
44,0x6eb8f2c3745c95ada681fd182e0f69264c866bed,0.000532832,1588800745,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1588801123,0x6eb8f2c3745c95ada681fd182e0f69264c866bed,2.0
45,0xf8554be1621ea82091a5552b032a0fd644428674,0.18451655,1598751655,0xb9aca342ddaed890f6f72f27ede3da29bff3e9c0,,,1.0
46,0xf3841e80bd4a086231bb14bea90ad35eebe57bfe,0.00080768,1585236196,0xd0ccf7d3da82bd1bde58cfcaf8fdcc53f1435140,1585237114,0xf3841e80bd4a086231bb14bea90ad35eebe57bfe,3.0
47,0x0a3f96a462207882667c27e570ca31ed36107b87,0.0008068872,1585491393,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1585492871,0x0a3f96a462207882667c27e570ca31ed36107b87,2.0
48,0x6275183e280a4e0415b1b13f6c53107e309d3e50,0.0044,1583524962,0x826c4af00826aa7ecdf7cf80ec6d5bb1b352be90,,,1.0
49,0x6125e4ee5469b67d25a2e8561f2375ce72c7a240,0.0147,1594395954,0xa8836881dcace8bf1daac141a3dabd9a4884dbfb,,,1.0
50,0xa23ec21595cf8ac1af8df75c40ab94509b9a07a1,0.001192992,1582654218,0x809fa673fe2ab515faa168259cb14e2bedebf68e,1585750017,0xa23ec21595cf8ac1af8df75c40ab94509b9a07a1,8.0
51,0x5c9ed6d0abc06522c8b6caf0b8514b01ca0134fb,0.02314968,,,,,
52,0x147e9acaa1f956d9cacea70712aabc274f797953,0.0114354308,1581887450,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1584975259,0x147e9acaa1f956d9cacea70712aabc274f797953,3.0
53,0x7ce085afc6e48bfdf8e96011b3afe913091d2d95,0.017602907,1589449188,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,1599527693,0x7ce085afc6e48bfdf8e96011b3afe913091d2d95,15.0
54,0x86235a593f1774d18019bf168b5e11b713f9e06e,0.009627014210699851,1596375166,0x409b3f6363b6c35019f68291398413aaeee96c04,1600717978,0x86235a593f1774d18019bf168b5e11b713f9e06e,5.0
55,0x52e11cb911e718fb3b189b410b74ee4589700639,0.01,1599462026,0x06956cb9a5535bc6ed8d417f9e1c491b418254b8,,,1.0
56,0xdff7be53213c0c1515ee2292fe3768569be81de9,0.00978001,1593806427,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1600991770,0xdff7be53213c0c1515ee2292fe3768569be81de9,3.0
57,0x89ded1a691cd2e0fd727a66abaab408c18ab80e9,0.0384,1595435012,0xdcd0f870018032c72a782de9e3d9ae75d216d75c,,,1.0
58,0x1449154a6d909e5b1778036a696e9c98da66084d,0.0002705832,1581188906,0xc167a8c3a475c40c6dfbec5a508d8419893a836a,1581192580,0x1449154a6d909e5b1778036a696e9c98da66084d,2.0
59,0x7ef7470bb42b5ebc6ca7c1bdd4147ae5a58fe350,0.00469492,1587767123,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1590268001,0x7ef7470bb42b5ebc6ca7c1bdd4147ae5a58fe350,2.0
60,0xcefb380aa5205e2fa192c224fea859ba59bfa1cc,0.011286536793134228,1588093444,0x60c8eed11cccab1e6d75a825dd9f36d85d855c53,1588094398,0xcefb380aa5205e2fa192c224fea859ba59bfa1cc,3.0
61,0x1f82110062055ef3e3073656ca386026303253ec,0.003714318,,,,,
62,0xff211b74a22a4d9e4a731b63c798a5f99dd56158,0.0018011664,1582041400,0xff3db9641a1aeec4960dc0a4efb84510ddf4e4f0,1582041530,0xff211b74a22a4d9e4a731b63c798a5f99dd56158,2.0
63,0x4ae36e99951a86c016dc76d83baf083f96af1d4e,0.01137088,1595852756,0x62c9450cb477bb9bb7564456aa2a818745c923ee,1595853151,0x4ae36e99951a86c016dc76d83baf083f96af1d4e,2.0
64,0x5d841617ef501df20bd752f87088832b999b4d0d,0.0162,1591635496,0x816a684f40b8b4b060a4df7a10cad589ef64e95e,,,1.0
65,0x4591e7c8b2318dde960d98fe963cb2c575ab77a2,0.011548780659454649,,,,,
66,0xd5b3a870702a48bc949c45272c6753e0d78afc96,0.0147,1595047001,0x3925e2184f06cf74856624df23a7b197d9ab16d2,,,1.0
67,0xfe7ef6581394fab472b2176f746f1416af1de3b4,0.311579266,1584542850,0x84949ecfe81964432225e4e3cc3a163adecf0e7d,1584802925,0xfe7ef6581394fab472b2176f746f1416af1de3b4,2.0
68,0x008607478df0584b1ec99acd548f4a410a8c6e28,0.0163,1601324642,0xdc74846f63d13669e7b2c61f7a18a0288529779f,,,1.0
69,0xbba24c38d0a35f026cbe7be784008b25212b132b,0.026,1591296826,0x009b6817807c332b9445f5c9cf2ac94631fe876e,1591296862,0xbba24c38d0a35f026cbe7be784008b25212b132b,2.0
70,0xafb55d36848ae4a4d22347a3a0ffae5806b75d98,0.00475474,1588078106,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,,,1.0
71,0x90eb8f0b4e3ab7cc5a7126e54a83cdaaf61c97ab,0.00399564152,1581308461,0x3060371a1ef6f52617032ac7f52e02c6d54ce53d,1581308678,0x90eb8f0b4e3ab7cc5a7126e54a83cdaaf61c97ab,2.0
72,0x5d279655e21574242b7c6f2a2dc9c9bce911db36,0.03398797754044723,1589243173,0x26f766904421bfeb4025dc9240be68066d22c57d,1599242698,0x5d279655e21574242b7c6f2a2dc9c9bce911db36,18.0
73,0xb616536775a03a1899d3e4cb1d43cdef98bbc51d,0.00094009,1584261605,0xfb2f080bcfb10ed3117a3b23653bf23fc3caec71,1584262055,0xb616536775a03a1899d3e4cb1d43cdef98bbc51d,2.0
74,0x3b994769f728ddb9fa46f81f1a4bad4723e7d07f,0.0013530952,1580899843,0xdf900e740116c863e8b9995b666c4891f95f321e,1583334702,0x3b994769f728ddb9fa46f81f1a4bad4723e7d07f,6.0
75,0xb23ae814ced6aee65313ca41a02c9a2baea70f7c,0.004,1585317009,0x100a70b9e50e91367d571332e76cfa70e9307059,,,1.0
76,0xea254c1cde81c63f9e343abc445acc39a72ad871,0.001250592,1583518326,0x03c2bc72a3e007179e54ffb4563cc235bec8151a,1583518493,0xea254c1cde81c63f9e343abc445acc39a72ad871,2.0
77,0xd73e2cf07462746b8f6be1d1cf4ae66ed590db90,0.0349,,,,,0.0
78,0x01ad5f23b3b71db3d24873ca1983d799f1ffd79f,0.00231,,,,,0.0
79,0x7e4cd6b7039010de703ae742160fb481fb57ba97,0.0090105832,1582542316,0xe99a4663045c66bd21074a451ce1e53e4f904378,1582542649,0x7e4cd6b7039010de703ae742160fb481fb57ba97,2.0
80,0x693ec4afef930cab11480f788b4db40232ae2974,0.00086673572,1580497798,0x476e23bfc5415397021a74e525640b328a12b81e,1595277090,0x693ec4afef930cab11480f788b4db40232ae2974,27.0
81,0x0aa90f757c45194441a5b90a0ec7825bd30014a1,0.0002911656,1580894366,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1580897033,0x0aa90f757c45194441a5b90a0ec7825bd30014a1,2.0
82,0x411b3a4554df96d5cde4a55c0308e0e74b3ff432,0.0,1597616786,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1597958078,0x411b3a4554df96d5cde4a55c0308e0e74b3ff432,2.0
83,0x5ecbc643d425d0231f762f0c0850392bcf97aed3,0.013422558,1592948375,0x85162b355eee83ed8d29c3cada25b80ca86e80d1,1594587874,0x5ecbc643d425d0231f762f0c0850392bcf97aed3,8.0
84,0xa86f6b6e4f7fe97a8f6f22936cee7fdfe2377ea2,0.0030470708,1588335332,0x98ebbd38646499aea83f12b16eeddd90bcd21a37,1589015757,0xa86f6b6e4f7fe97a8f6f22936cee7fdfe2377ea2,4.0
85,0xd1cd80fe9158174a473fed9b5c1848480f65aa75,0.015102499223013672,,,,,
86,0x120470193835010e6381a6d239c230a52a1dbaf9,0.0144,1596654148,0x0710329e792a841b07cd1e918479565bebcfc12f,,,1.0
87,0x3dac66a37de4db86873ea6713486b2dae48e81e9,0.001520293,1583501339,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1584453406,0x3dac66a37de4db86873ea6713486b2dae48e81e9,2.0
88,0x8cfa1e626f895b66a97dfb7b7165fb0196be4464,0.0,1592473322,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1592473964,0x8cfa1e626f895b66a97dfb7b7165fb0196be4464,2.0
89,0xc4a582c081b7d8a0bda2462a79bc4f5f1112a7af,0.004546303,1587813210,0x45c56e4fc87bd77a79024abf2f70660cf1d8dedb,1605552747,0xc4a582c081b7d8a0bda2462a79bc4f5f1112a7af,10.0
90,0x0374131daf4ef35bb237e1cae8fcf91f89bc7af0,0.02545562,1590412145,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1600542866,0x0374131daf4ef35bb237e1cae8fcf91f89bc7af0,4.0
91,0x7e4e20792292b8d9847d2785ffd7b3d92d7248b2,0.00457737,1588003583,0x20e1e51540d22924d88caf76417eeaf4e642ff47,1588008026,0x7e4e20792292b8d9847d2785ffd7b3d92d7248b2,2.0
92,0x91d4d096b819eee3bb0372e6e2584950b0d38f22,0.00126,1581029658,0x62dc6a80ea8acfe789396abc700bcc23180195f2,,,1.0
93,0x64703d184b034b74c7d79c8629373ca976e041a7,0.0137,1594040063,0x7ee567d2ac5dca4c422281deb1e2334a805ba6c1,,,1.0
94,0x79e2cabea851c64dd5b95402416b0cdd9d6f0b39,0.017,1594394364,0x320a8258f93cafae6bb39ea45ae86c8acaf547d8,,,1.0
95,0x181bcfbc5149bd975bcaea911baaac5a6f9031ea,0.01434147958692498,1582834311,0x809fa673fe2ab515faa168259cb14e2bedebf68e,1582834468,0x181bcfbc5149bd975bcaea911baaac5a6f9031ea,2.0
96,0x29f11ddde1aeb71d88698340f1a33f5ed7dd8eb3,0.0,1592529775,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,,,1.0
97,0x157ce8ddd9548f67c1f6bd16c62c8a4370fd0df7,0.001533005,1588404000,0x0c4ba3f5e3e85e88c08679ff8aa181bfe2db77dd,1588405623,0x157ce8ddd9548f67c1f6bd16c62c8a4370fd0df7,2.0
98,0x30ffc4231669b5d44285e62178f9980ec9842199,0.0147,1594395144,0xd8421dfb3b64af2452530c68d6c61cabb8709366,,,1.0
99,0x22d2acb788edbc8141d175dd72a4715dbe7d23a0,0.008211888,1583182829,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1583182997,0x22d2acb788edbc8141d175dd72a4715dbe7d23a0,2.0
100,0xe1ef9f3b69764916999601fc137e8bf3c3219fdd,0.019364834,1593596592,0xe33a7622a8ebc08771762af170f259d7920d4a7b,1593597856,0xe1ef9f3b69764916999601fc137e8bf3c3219fdd,4.0
101,0x90a738350e013e3227c38239daa29189b4dbe81a,0.0059664784,1592155426,0xe34c438aa871cbbddbd0e9ab1f82723d698fe792,1607596928,0x90a738350e013e3227c38239daa29189b4dbe81a,5.0
102,0x11eeea3d57fff54a7bbd4a0e92eb3d561f68c1b1,0.0,,,,,
103,0xb625644149f85ce396dc5319dc68d5fe262cf12b,0.0139,1588863318,0x93cffab5a26120bbc4225ea28cbdd8418c73bb35,,,1.0
104,0x155924647d8213ec44239952e5c9613b92a9c4ae,0.0206,1591499758,0x2a4de8a61cb7882c06c9c45ea187adbdf7ccc286,,,1.0
105,0xd118f7b486e460668fabbc1281ad3acd3c06c10d,0.007706144,1590742060,0x41cfb96bdf9d9074949447585a4387453a659436,1590742683,0xd118f7b486e460668fabbc1281ad3acd3c06c10d,3.0
106,0x83605c219eaf73e3d87c42ad7f46055123db11da,0.0051422074,1593981382,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1594732000,0x83605c219eaf73e3d87c42ad7f46055123db11da,3.0
107,0x29e98223a07df173ab0f540025c453b2c4f6833f,0.001305028844152238,1587388289,0x912fd21d7a69678227fe6d08c64222db41477ba0,1587388933,0x29e98223a07df173ab0f540025c453b2c4f6833f,2.0
108,0x2a68f934fa8e8ef48ce772d1c7133de83660b95d,0.005126134,1591168271,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1604357174,0x2a68f934fa8e8ef48ce772d1c7133de83660b95d,7.0
109,0x34bb11fe45fc5980a2185a0b4b9b085bb98ff356,0.00132,,,,,0.0
110,0x1330d374dad46d7343816ee8a627538dbe160bfb,0.00093156,1588540501,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,,,1.0
111,0x9595b4f7b76239e5c895f835338da54f5e65e540,0.0065,1585263265,0xb0584b143dd9d08b2436b9b70f7f90046bda3c34,,,1.0
112,0xa20ff3194959908961fca47c7d15cc649ffb86a0,0.012099806,1584627911,0xc2e50ca762a57a1e66f92a424a0b3077f48f1e2c,1586972897,0xa20ff3194959908961fca47c7d15cc649ffb86a0,5.0
113,0x655e1cf19689bd55ad43a50be22c1a777b4b8e97,0.020653184,1588638430,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,,,1.0
114,0xeda916880215b1ac9c098b1e607400b603680e54,0.003351371,1588942630,0x89ab6d3c799d35f5b17194ee7f07253856a67949,1588945778,0xeda916880215b1ac9c098b1e607400b603680e54,3.0
115,0x6e04a540ea8982a28c8e821631d4b9d3df2bfe7b,0.014,1592822181,0x08b2f74b438447ca8aac1a0c17069bbfb7879c98,,,1.0
116,0xaf835f9f5da690b5fe1cd66617a3d2ae66a615c0,0.01954,,,,,
117,0xc90c15c6096cd87d0ee21aecd680e93e3c9c2ae5,0.0008162282,1584622632,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1589182348,0xc90c15c6096cd87d0ee21aecd680e93e3c9c2ae5,10.0
118,0xedb53459c39129615ec5de85baf8c350562d9e69,0.010324829159172728,1590126341,0x9373e1136f9a19855b7742257d48daa9e2d5c01e,1609311510,0xedb53459c39129615ec5de85baf8c350562d9e69,3.0
119,0x03515dc1cdc28e0e1e64c5995942ae5e8cfdfeaa,0.0048272097,1593901082,0xe7b73239495a62b6cad1f5afb485b7d892b14c95,1593969022,0x03515dc1cdc28e0e1e64c5995942ae5e8cfdfeaa,11.0
120,0xb9f49f8b7db2b862fdbde6f1d16efe2af2a63838,0.000926,1595435170,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1596304009,0xb9f49f8b7db2b862fdbde6f1d16efe2af2a63838,22.0
121,0xe375358d4df2f61a9100e34a8efa7faf119a889f,0.0944,1585218748,0xaa7a9d80971e58641442774c373c94aafee87d66,,,1.0
122,0xd10d6959ce547848740b4b5691896a25d95616c4,0.050248561,1588237043,0xbbbfc46566e5f0302cef913af8c8f423070ce6a1,1588242731,0xd10d6959ce547848740b4b5691896a25d95616c4,3.0
123,0xb2485c49ae898137c315ef935a7c36ad51cf9d7e,0.0144,1583498573,0xd0c565265a3fab7bb3ca12cd768c4cdd27f449bd,,,1.0
124,0xe1fc1e26c68cf236da9066153fa78d823e94b0e4,0.02175474,1586769626,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,,,1.0
125,0xd93807985dc24b9bc5f3290921b9ce40e0b2d2f0,0.0739,1597235579,0x52f232a1bcdd8c63ded9849135eb26ab6f428e41,,,1.0
126,0x764361a9ff22aadaa5a9565d886c6c42b8b6b13c,0.0296,1596977282,0x698c101ef7d19845f8074585bc3cdbed4d18c175,,,1.0
127,0x29def782a717364a7c4ae6694c111b982e195651,0.0075164152,1579938363,0xecb032df1ab4fb7cdd486afbd5d1445c7b2e220f,1588143444,0x29def782a717364a7c4ae6694c111b982e195651,2.0
128,0x451cc7d22b1b52731cce569b46407166469020aa,0.018403888,1584671320,0x47df988119d2cc521b0dbaa43ec0aea29b00e76f,1584671456,0x451cc7d22b1b52731cce569b46407166469020aa,2.0
129,0x752a988aeafa46a2e968789112e265a0b52a9f0d,0.019497508,1590691220,0x17e1ac41e56dc2e6724192680c62add8783ee2d5,1590693417,0x752a988aeafa46a2e968789112e265a0b52a9f0d,4.0
130,0xe6b204c2c65517467c9761b4dd8b29b38143dad5,0.00023259,1580207707,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,,,1.0
131,0x4d736ba35a602891af476e7dba877f144ecfc1be,0.0090496648,1579774652,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1579774779,0x4d736ba35a602891af476e7dba877f144ecfc1be,2.0
132,0xd2bf3056980e0bbabc4bb6e408c8d8cf4553998c,0.001452844,1582193028,0x755470a548fe2484f76fe63e1923b65a70be84cb,1582193266,0xd2bf3056980e0bbabc4bb6e408c8d8cf4553998c,2.0
133,0x0777c58c6072061c45516574ddf9ba17989b359d,0.08992418,1584293820,0xc9b32e9563fe99612ce3a2695ac2a6404c111dde,1584294884,0x0777c58c6072061c45516574ddf9ba17989b359d,6.0
134,0x9d5338d9d068c8b1173642b50af88ae72a6eda52,0.02555366,1587157465,0xc633c695cf2d9b0b29dc8aba8dbc4cdb12f8d897,1587157833,0x9d5338d9d068c8b1173642b50af88ae72a6eda52,2.0
135,0x2032883170f010d5699a5288ae6aafffa50da156,0.0010929184,1585601698,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1585601942,0x2032883170f010d5699a5288ae6aafffa50da156,2.0
136,0x98a4f3610e8b10eb9e219fa06f42a3cc6a59c3f2,0.0242,,,,,0.0
137,0x18332a0be05025b536152db091e31604ceff27af,0.0045631538,1585388129,0xfdcfc1188005779ad1c70a0560fd5bbadaffebf5,1589975169,0x18332a0be05025b536152db091e31604ceff27af,8.0
138,0xff6d1a9c8c7b118a8264e2dedc5d055e225e8767,0.01175474,1587470414,0x2cfe3d5b6c62d905f2dc961dee9550a88f23963a,1587470631,0xff6d1a9c8c7b118a8264e2dedc5d055e225e8767,2.0
139,0xa2724ea2a11ae737bd877ba92c00f04c7e9a67cf,0.04029432994440415,1591602411,0x912fd21d7a69678227fe6d08c64222db41477ba0,1592770998,0xa2724ea2a11ae737bd877ba92c00f04c7e9a67cf,3.0
140,0x6c54632e9f275f1abab0c225a1287df536e5f0fe,0.04445405119666573,1585748412,0x809fa673fe2ab515faa168259cb14e2bedebf68e,1585925164,0x6c54632e9f275f1abab0c225a1287df536e5f0fe,11.0
141,0x440d71cf40ad5e9c3599a795c1c873d8114b54f2,0.012308304,1596028248,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1596110322,0x440d71cf40ad5e9c3599a795c1c873d8114b54f2,10.0
142,0x5788ef43d186b5702d4823f04af64e91b6d52973,0.0,,,,,0.0
143,0x3a85b67fe5d57a6b1bd844854244eaa12d8f941e,0.005144394,1589041428,0x8e3e3320bd3f8c48b334724a037688d9df2e7682,1602435691,0x3a85b67fe5d57a6b1bd844854244eaa12d8f941e,5.0
144,0x4e7927e9d695b86473af0e40fd5f5a9ccb383fa4,0.0036,1586847908,0xfcb4e3831286878d2bdbc4c9f6343d5d9def1aff,,,1.0
145,0x245df0137b368ba416b49b037b87aec19a1e9c0c,0.009245157,1588078300,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,1598419320,0x245df0137b368ba416b49b037b87aec19a1e9c0c,7.0
146,0xef1ec9e35f841627aa52024f282f3a4d4f7cb7f3,0.00362186624,1581936839,0x29709b7d78d49d7a51be2ee091fba3b80f1c5d68,,,1.0
